Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,Country,survivial-case-discharge rate,error,,Country,x,x1,Country,n,n1,
56.8796,24.6032,Latvia,248932,0.102718257,0.103223085,0.104819492,0.109867771,0.125831831,0.176314625,0.106168385,0.102853148,0.102521617,0.102488406,0.102484787,,,17.0608,-61.7964,Antigua and Barbuda,1875,0.103233638,0.102559672,0.102492276,0.102485537,0.102484873,,41.1533,20.1683,Albania,56815,0.102646218,0.102995277,0.104099098,0.107589685,0.118627895,0.153533756,,France,0.356209285,0.003254348,,Latvia,0.999481299,0.000518701,Chile,4231294857,1788.561552,
5,-58.75,Guyana,8079,0.102646073,0.102994817,0.104097644,0.107585089,0.118613357,0.153487798,0.102943219,0.10253063,0.102489362,0.102485271,0.102484787,,,14.6415,-61.0242,Martinique,12227,0.103232982,0.102559606,0.102492271,0.102485552,0.102484787,,13.7942,-88.8965,El Salvador,310444,0.102646153,0.10299507,0.104098442,0.107587613,0.118621343,0.153513035,,Turks and Caicos,0.303901437,0.069503192,,Guyana,0.999391864,0.000608136,Thailand,3576330914,4773.450159,
16.25,-61.5833,Guadeloupe,29595,0.102660155,0.10303935,0.104238469,0.108030416,0.120021604,0.157941079,0.103438812,0.102580189,0.102494338,0.102485754,0.102484787,,,13.1939,-59.5432,Belize,7965,0.103178827,0.102554191,0.102491728,0.102485512,0.102484787,,18.1096,-77.2975,Jamaica,56494,0.102646097,0.102994894,0.104097888,0.107585858,0.118615792,0.153495498,,Guadeloupe,0.297608503,0.045437888,,Guadeloupe,0.999381085,0.000618915,Pakistan,3278706397,1269.982084,
13.1939,-59.5432,Belize,7965,0.102730706,0.10326245,0.104943974,0.110261419,0.127076657,0.180251109,0.103178827,0.102554191,0.102491728,0.102485512,0.102484787,,,25.0343,-77.3963,Bahamas,11037,0.103034985,0.102539808,0.10249028,0.102485271,0.102484787,,5,-58.75,Guyana,8079,0.102646073,0.102994817,0.104097644,0.107585089,0.118613357,0.153487798,,Lebanon,0.278163772,0.011796227,,Belize,0.99926516,0.00073484,Ghana,3135174417,7137.627702,
14.6415,-61.0242,Martinique,12227,0.102698758,0.103161422,0.104624495,0.109251138,0.123881867,0.170148297,0.103232982,0.102559606,0.102492271,0.102485552,0.102484787,,,3.9193,-56.0278,Suriname,8309,0.103033556,0.102539664,0.10249028,0.102485379,0.102484787,,-23.4425,-58.4438,Paraguay,185921,0.102645994,0.102994567,0.104096853,0.107582587,0.118605448,0.153462792,,Belgium,0.24788702,0.0053032,,Martinique,0.998794557,0.001205443,Qatar,2727655027,4398.535507,
21.694,-71.7979,Turks and Caicos,2367,0.102659113,0.103036053,0.104228044,0.107997449,0.119917352,0.157611408,0.102752988,0.102511607,0.102487469,0.102485083,0.102484787,,,5,-58.75,Guyana,8079,0.102943219,0.10253063,0.102489362,0.102485271,0.102484787,,10.6918,-61.2225,Trinidad and Tobago,23429,0.102645948,0.102994422,0.104096395,0.107581138,0.118600864,0.153448302,,Honduras,0.176824667,0.005342276,,Turks and Caicos,0.99856403,0.00143597,Serbia,2663312726,2892.226684,
18.0425,-63.0548,Sint Maarten,2281,0.102647281,0.10299864,0.104109732,0.107623314,0.118734233,0.153870052,0.102730202,0.102509329,0.102487241,0.102485029,0.102484787,,,18.0708,-63.0501,Saint Martin,2756,0.102759044,0.102512212,0.102487533,0.102485029,0.102484787,,45.9432,24.9668,Romania,1780963,0.102645819,0.102994016,0.10409511,0.107577076,0.118588012,0.153407666,,Martinique,0.168965517,0.051981216,,Sint Maarten,0.998361924,0.001638076,Antigua and Barbuda,2401629605,1280869.123,
18.0708,-63.0501,Saint Martin,2756,0.10264999,0.103007205,0.104136817,0.107708966,0.119005091,0.154726571,0.102759044,0.102512212,0.102487533,0.102485029,0.102484787,,,21.694,-71.7979,Turks and Caicos,2367,0.102752988,0.102511607,0.102487469,0.102485083,0.102484787,,48.3794,31.1656,Ukraine,1516712,0.102645176,0.102991981,0.104088675,0.107556726,0.118523666,0.153204184,,Botswana,0.137676706,0.028555816,,Saint Martin,0.996631386,0.003368614,Malaysia,1840525474,1492.809773,
17.0608,-61.7964,Antigua and Barbuda,1875,0.10303167,0.104214183,0.107953618,0.119778748,0.157173094,0.2754244,0.103233638,0.102559672,0.102492276,0.102485537,0.102484873,,,18.0425,-63.0548,Sint Maarten,2281,0.102730202,0.102509329,0.102487241,0.102485029,0.102484787,,-16.2902,-63.5887,Bolivia,239073,0.102645146,0.102991888,0.104088381,0.107555796,0.118520724,0.153194872,,Belize,0.120925342,0.035357925,,Antigua and Barbuda,0.992266445,0.007733555,China,338063618.3,3.739228164,
,,,,,,,,,,,,,,,,,,,,,0.114021792,,,,,,,,,,,,,,,,,,,,,,,,,,,
