Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,,Country,clinical deterioration rate,error,,Country,x,x1,Country,n,n1
35.1264,33.4299,Cyprus,286736,0.103312655,0.105102736,0.110763468,0.128664275,0.185271598,0.364279671,0.11650331,0.103886639,0.102624972,0.102498803,0.102486155,,,-18.7669,46.8691,Madagascar,57254,0.105084889,0.102744797,0.10251079,0.102487391,0.102484787,,47.4116,28.3699,Moldova,207925,0.102833626,0.103587913,0.105973178,0.113516047,0.137368695,0.212797391,,,Nigeria,0.000613927,0.000812968,,Turks and Caicos,0.997935822,0.002064178,Belgium,154225222.7,69.03014748
56.8796,24.6032,Latvia,248932,0.103575361,0.105933486,0.113390532,0.13697178,0.211542234,0.447354716,0.119691412,0.10420545,0.102656853,0.102501994,0.102486497,,,9.9456,-9.6966,Guinea,23588,0.104914906,0.102727799,0.102509088,0.102487217,0.102485029,,-18.7669,46.8691,Madagascar,57254,0.102828414,0.103571432,0.105921059,0.113351233,0.136847505,0.211149245,,,Peru,0.009284022,0.000791399,,Mayotte,0.997643228,0.002356772,Bolivia,144970192.5,606.3846294
5,-58.75,Guyana,8079,0.10309551,0.104416061,0.108592012,0.121797529,0.163557039,0.295612204,0.104220679,0.102658376,0.102502146,0.102486522,0.102484958,,,13.1939,-59.5432,Belize,7965,0.10480914,0.102717222,0.102508031,0.102487111,0.102485013,,-35.6751,-71.543,Chile,2365753,0.102819042,0.103541793,0.105827335,0.113054851,0.135910262,0.208185423,,,Ukraine,0.003033523,0.000762469,,Sint Maarten,0.997176254,0.002823746,North Macedonia,124790442.8,848.9030272
16.25,-61.5833,Guadeloupe,29595,0.103241719,0.104878417,0.110054109,0.126421085,0.178178008,0.341847768,0.106602596,0.102896568,0.102525965,0.102488905,0.102485206,,,5,-58.75,Guyana,8079,0.104220679,0.102658376,0.102502146,0.102486522,0.102484958,,25.0343,-77.3963,Bahamas,11037,0.1028131,0.103523005,0.105767921,0.112866967,0.135316122,0.206306587,,,Belgium,0.001382257,0.000528529,,China,0.99712983,0.00287017,Equatorial Guinea,114593805.7,2206.102835
13.1939,-59.5432,Belize,7965,0.103308373,0.105089196,0.110720652,0.128528877,0.184843433,0.362925692,0.10480914,0.102717222,0.102508031,0.102487111,0.102485013,,,3.9193,-56.0278,Suriname,8309,0.103916255,0.102627934,0.102499102,0.102486218,0.102484908,,24,45,Saudi Arabia,5026127,0.102795191,0.103466369,0.105588822,0.112300608,0.13352514,0.200642998,,,Bolivia,0.0012992,0.000517553,,Latvia,0.996190317,0.003809683,Norway,111728931.7,162.8222182
14.6415,-61.0242,Martinique,12227,0.103504274,0.105708688,0.112679658,0.134723798,0.204433492,0.4248749,0.10604964,0.102841272,0.102520436,0.102488352,0.10248514,,,21.694,-71.7979,Turks and Caicos,2367,0.103801926,0.102616501,0.102497958,0.102486104,0.102484922,,-40.9006,174.886,New Zealand,750808,0.102793022,0.103459511,0.105567136,0.11223203,0.133308276,0.199957218,,,Honduras,0.000959345,0.000481466,,Uruguay,0.995670694,0.004329306,Honduras,107083820.6,758.846185
21.694,-71.7979,Turks and Caicos,2367,0.103340903,0.105192063,0.111045945,0.129557546,0.188096366,0.373212372,0.103801926,0.102616501,0.102497958,0.102486104,0.102484922,,,25.0343,-77.3963,Bahamas,11037,0.103575509,0.102593859,0.102495695,0.102485868,0.102485029,,30.3753,69.3451,Pakistan,2581695,0.102792256,0.103457089,0.105559475,0.112207804,0.133231667,0.199714959,,,France,0.002484735,0.00042204,,Malaysia,0.995444762,0.004555238,Botswana,79578565.85,726.4330913
18.0425,-63.0548,Sint Maarten,2281,0.102938587,0.103919828,0.107022784,0.116835192,0.147864752,0.245988837,0.10317016,0.102553324,0.102491641,0.102485471,0.102484873,,,18.0425,-63.0548,Sint Maarten,2281,0.10317016,0.102553324,0.102491641,0.102485471,0.102484873,,18.0708,-63.0501,Saint Martin,2756,0.102771875,0.10339264,0.10535567,0.111563316,0.131193614,0.193270073,,,Brazil,0.011558316,0.000421174,,New Zealand,0.994876589,0.005123411,CAR,78213692.54,2519.608677
18.0708,-63.0501,Saint Martin,2756,0.102771875,0.10339264,0.10535567,0.111563316,0.131193614,0.193270073,0.102961388,0.102532447,0.102489553,0.102485271,0.102484787,,,18.0708,-63.0501,Saint Martin,2756,0.102961388,0.102532447,0.102489553,0.102485271,0.102484787,,32,53,Iran,3184857,0.102728191,0.103254499,0.10491883,0.110181907,0.126825218,0.179455987,,,India,0.011713936,0.000411603,,Saint Martin,0.994557111,0.005442889,Nigeria,68550695.88,172.1064711
17.0608,-61.7964,Antigua and Barbuda,1875,0.102645146,0.102991886,0.104088376,0.107555781,0.118520679,0.153194721,0.102704368,0.102506745,0.102486983,0.102484958,0.102484787,,,17.0608,-61.7964,Antigua and Barbuda,1875,0.102704368,0.102506745,0.102486983,0.102484958,0.102484787,,17.0608,-61.7964,Antigua and Barbuda,1875,0.102645146,0.102991886,0.104088376,0.107555781,0.118520679,0.153194721,,,USA,0.006300562,0.000165845,,Thailand,0.993668826,0.006331174,Guatemala,57044331.99,236.9491869
,,,,,,,,,,,,,,,,,,,,,0.133886299,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,o,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,10,0.133886299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,0.123632397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,0.121260634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,0.120170314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,0.119113682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,0.119113682,0.133886299,0.114021792,0.119113682,0.110385856,0.119113682,0.120170314,0.121260634,0.123632397,0.120198082,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8,0.114021792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,0.110385856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
