Lat,Long,Country,Tests,n=E+3,n=E+4,n=E+5,n=E+6,n=E+7,n=E+8,n=E+9,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,n=E+3,n=E+4,n=E+5,n=E+6,n=E+7,n=E+8,>E+8,>E+7,,Country,the proportion of the positive tests,error,,,,Country,x,x1,Country,n,n1,,Country,err 1E-5,err 9E-5,err 1E-4,err 2E-4,err 3E-4,err 4E-4,err 5E-4,err 6E-4,err 7E-4,err 8E-4,err 9E-4,err 1E-3,total population with err 1E-3,20% population with err 1E-3,10% population with err 1E-3,2% population with err 1E-3,1% population with err 1E-3,total population with err 2E-3,total population with err 3E-3,Country,total population with err 1E-3,Country,10% population with err 1E-3,20% population with err 1E-3,Country,total population with err 2E-3,total population with err 3E-3,Country,1% population with err 1E-3,2% population with err 1E-3,,Country,err 1E-5,err 9E-5,err 1E-4,err 2E-4,err 3E-4,err 4E-4,err 5E-4,err 6E-4,err 7E-4,err 8E-4,err 9E-4,err 1E-3,total population with err 1E-3,20% population with err 1E-3,10% population with err 1E-3,2% population with err 1E-3,1% population with err 1E-3,total population with err 2E-3,total population with err 3E-3,,,,,,,,
3.2028,73.2207,Maldives,110249,0.102801697,0.103486946,0.105653891,0.112506375,0.134175831,0.202700669,0.419395235,0.105812332,0.102817541,0.102518061,0.102488138,0.102484787,,41.6086,21.7453,North Macedonia,147002,0.105766013,0.10281291,0.102517601,0.102487995,0.102484787,,-13.254308,34.301525,Malawi,44296,0.102727396,0.103251984,0.104910877,0.110156757,0.126745686,0.179204485,-99955704,-9955704,,Jamaica,0.035596701,0.002605999,,,,Denmark,0.999978227,2.17728E-05,Jamaica,3835634774,67894.55117,,North Macedonia,0.105766013,0.132015816,0.135297041,0.168109293,0.20092154,0.23373378,0.266546011,0.299358229,0.332170434,0.364982622,0.39779479,0.430606938,,0.65490694,,,,,,Croatia,2.272930163,Croatia,0.78883988,1.073137467,Croatia,4.443303789,6.82827774,Croatia,0.319529325,0.409432116,,North Macedonia,,,,,,,,,,,,,,0.65490694,,,,,,,,,,,,,
-22.9576,18.4904,Namibia,58610,0.10273028,0.103261103,0.104939714,0.110247947,0.127034053,0.180116389,0.347977465,0.104364209,0.102672729,0.102503579,0.102486721,0.102484787,,18.1096,-77.2975,Jamaica,56494,0.105737382,0.102810047,0.102517313,0.102488031,0.102485129,,6,12,Cameroon,149000,0.102724406,0.103242529,0.104880978,0.110062207,0.126446691,0.178258983,-99851000,-9851000,,Ireland,0.034824278,0.00067481,,,,Kazakhstan,0.999977924,2.20761E-05,Ireland,3755409716,4553.601397,,Jamaica,0.105737382,0.131758141,0.135010735,0.167536644,0.200062479,0.232588202,0.265113774,0.297639158,0.330164318,0.362689214,0.395213811,0.427738069,,,0.84740105,,,,,Dominican Republic,2.013537408,Dominican Republic,0.706812688,0.957133501,Dominican Republic,3.924595221,6.613533957,Dominican Republic,0.293590049,0.372748441,,Jamaica,,,,,,,,,,,,,,,0.84740105,,,,,,,,,,,,
21.0079,10.9408,Mauritania,69937,0.102751742,0.103328972,0.105154334,0.110926635,0.129180254,0.186903266,0.369439461,0.104717285,0.102708037,0.102507117,0.10248695,0.102484787,,8.538,-80.7821,Panama,326597,0.105713162,0.102807623,0.10251704,0.102487523,0.102484787,,9.082,8.6753,Nigeria,398304,0.102719501,0.103227017,0.104831923,0.109907084,0.125956151,0.176707759,-99601696,-9601696,,Serbia,0.033970714,0.000631016,,,,CAR,0.999977226,2.27741E-05,Serbia,3666602102,3981.749621,,Panama,0.105713162,0.131540161,0.134768536,0.167052286,0.199336038,0.231619793,0.263903551,0.296187314,0.328471082,0.360754857,0.393038639,0.425322429,,0.627913605,,,,,,Guinea,1.988347505,Guinea,0.698846941,0.945868234,Guinea,3.874215868,5.83566342,Guinea,0.291071059,0.36918605,,Panama,,,,,,,,,,,,,,0.627913605,,,,,,,,,,,,,
47.1625,19.5033,Hungary,417890,0.103177904,0.104676617,0.109415961,0.124403083,0.171796524,0.321667744,0.795602155,0.11665374,0.103901682,0.102626477,0.102498953,0.102486155,,21,57,Oman,309212,0.105642705,0.102800579,0.102516337,0.102488138,0.102484787,,29.5,47.75,Kuwait,611639,0.10271747,0.103220594,0.104811614,0.10984286,0.125753057,0.176065516,-99388361,-9388361,,Lebanon,0.031820173,0.000820374,,,,Philippines,0.999977209,2.2791E-05,Lebanon,3442130835,6729.904578,,Oman,0.105642705,0.130906045,0.134063962,0.165643139,0.197222317,0.228801498,0.260380682,0.291959871,0.323539065,0.355118265,0.386697472,0.418276687,,,0.50910501,,,,,Mauritania,1.926475717,Mauritania,0.679281364,0.918198329,Mauritania,3.750454951,5.760095519,Mauritania,0.28488388,0.360436058,,Oman,,,,,,,,,,,,,,,0.50910501,,,,,,,,,,,,
-13.254308,34.301525,Malawi,44296,0.102727396,0.103251984,0.104910877,0.110156757,0.126745686,0.179204485,0.345093765,0.104099477,0.102646255,0.102500928,0.102486462,0.102484787,,-1.8312,-78.1834,Ecuador,326552,0.105531178,0.102789434,0.10251525,0.102487523,0.102484787,,33,44,Iraq,1567133,0.102712416,0.103204614,0.10476108,0.109683057,0.125247715,0.17446749,-98432867,-8432867,,Morocco,0.031759462,0.000426258,,,,Pakistan,0.999976622,2.33777E-05,Morocco,3435778973,1816.945734,,Ecuador,0.105531178,0.129902311,0.132948703,0.163412619,0.193876538,0.224340459,0.254804383,0.285268312,0.315732247,0.346196188,0.376660136,0.407124092,,,0.811442809,,,,,Kyrgyzstan,1.856934439,Kyrgyzstan,0.657290481,0.887098524,Kyrgyzstan,3.611385728,5.574410795,Kyrgyzstan,0.277929752,0.350601436,,Ecuador,,,,,,,,,,,,,,,0.811442809,,,,,,,,,,,,
1.5,10,Equatorial Guinea,51944,0.10275808,0.103349015,0.105217716,0.111127066,0.129814072,0.188907572,0.375777639,0.104454468,0.102681755,0.102504479,0.102486721,0.102484787,,47.4116,28.3699,Moldova,207925,0.105527002,0.10278901,0.10251522,0.102487846,0.102484787,,5,-58.75,Guyana,8079,0.102711501,0.103201719,0.104751924,0.109654103,0.125156156,0.174177947,-99991921,-9991921,,Italy,0.031358987,0.000199707,,,,Eswatini,0.999976459,2.35408E-05,Italy,3393858194,398.8261511,,Moldova,0.105527002,0.129864725,0.132906941,0.163329095,0.19375125,0.224173406,0.254595564,0.285017724,0.315439887,0.345862053,0.376284222,0.406706395,,,0.526145595,,,,,Bolivia,1.838516665,Bolivia,0.65146627,0.878861845,Bolivia,3.574553751,5.365840294,Bolivia,0.276087975,0.34799677,,Moldova,,,,,,,,,,,,,,,0.526145595,,,,,,,,,,,,
22.3,114.2,Hong Kong,780415,0.103511692,0.105732145,0.112753836,0.13495837,0.205175274,0.42722062,1.129389659,0.131172308,0.105353539,0.102771662,0.102513479,0.102487607,,6,12,Cameroon,149000,0.10540971,0.10277728,0.102514028,0.102487523,0.102484787,,-26.5225,31.4659,Eswatini,30007,0.102709151,0.103194288,0.104728425,0.109579795,0.12492117,0.173434862,-99969993,-9969993,,Uzbekistan,0.029803725,0.000484218,,,,Guadeloupe,0.999976139,2.38611E-05,Uzbekistan,3230717371,2344.641992,,Cameroon,0.10540971,0.128809097,0.13173402,0.160983253,0.190232485,0.219481715,0.248730944,0.27798017,0.307229394,0.336478614,0.365727831,0.394977043,,,,0.65566576,,,,Honduras,1.723038566,Honduras,0.614948888,0.827218469,Honduras,3.343597202,5.310601254,Honduras,0.264540165,0.3316657,,Cameroon,,,,,,,,,,,,,,,,0.65566576,,,,,,,,,,,
6.6111,20.9394,CAR,31042,0.102708473,0.103192145,0.10472165,0.109558371,0.124853423,0.173220622,0.326171137,0.103731063,0.102609414,0.102497249,0.102486067,0.102484787,,15.7835,-90.2308,Guatemala,240745,0.105184286,0.102754735,0.1025118,0.102487523,0.102484787,,6.6111,20.9394,CAR,31042,0.102708473,0.103192145,0.10472165,0.109558371,0.124853423,0.173220622,-99968958,-9968958,,Portugal,0.029065785,0.000399417,,,,Poland,0.999975924,2.40765E-05,Portugal,3153121236,1595.319986,,Guatemala,0.105184286,0.126780275,0.129479773,0.15647476,0.183469749,0.21046474,0.237459734,0.264454732,0.291449735,0.318444743,0.345439758,0.372434779,,,0.839967068,,,,,Bahrain,1.670608994,Bahrain,0.598369202,0.803771252,Bahrain,3.238638775,4.964165554,Bahrain,0.259297208,0.324251039,,Guatemala,,,,,,,,,,,,,,,0.839967068,,,,,,,,,,,,
-26.5225,31.4659,Eswatini,30007,0.102709151,0.103194288,0.104728425,0.109579795,0.12492117,0.173434862,0.326848628,0.103713822,0.10260769,0.102497079,0.102486067,0.102484787,,-16.2902,-63.5887,Bolivia,239073,0.104966539,0.10273296,0.102509635,0.102486721,0.102484787,,41.2044,74.7661,Kyrgyzstan,267718,0.102701712,0.103170766,0.104654041,0.109344572,0.124177332,0.171082638,-99732282,-9732282,,Russia,0.027370722,9.08971E-05,,,,Colombia,0.999975705,2.42951E-05,Russia,2974420794,82.62279984,,Bolivia,0.104966539,0.124820549,0.127302301,0.152119815,0.176937331,0.201754849,0.22657237,0.251389895,0.276207424,0.301024959,0.325842499,0.350660046,,,0.65146627,,,,,CAR,1.659161087,CAR,0.594749056,0.798651592,CAR,3.215837879,4.806479793,CAR,0.258152417,0.322632061,,Bolivia,,,,,,,,,,,,,,,0.65146627,,,,,,,,,,,,
3.9193,-56.0278,Suriname,8309,0.102645333,0.102992478,0.104090247,0.107561696,0.118539389,0.153253891,0.263030801,0.102947566,0.102531067,0.1024894,0.102485271,0.102484787,,-21.1351,55.2471,R¨¦union,35419,0.104812433,0.102717552,0.102508063,0.102487106,0.102484787,,41.1533,20.1683,Albania,56815,0.102701689,0.103170692,0.10465381,0.109343841,0.124175019,0.171075327,-99943185,-9943185,,Czechia,0.027037278,0.00057431,,,,Peru,0.999971525,2.84749E-05,Czechia,2939192170,3298.238402,,R¨¦union,0.104812433,0.123433599,0.125761244,0.149037685,0.172314093,0.195590451,0.218866744,0.242142955,0.265419068,0.288695066,0.311970933,0.335246652,,0.626143358,,,,,,Kuwait,1.624846453,Kuwait,0.583897816,0.783305621,Kuwait,3.147207105,4.772515658,Kuwait,0.254720954,0.317779238,,R¨¦union,,,,,,,,,,,,,,0.626143358,,,,,,,,,,,,,
22,-80,Cuba,388194,0.103286233,0.105019183,0.110499249,0.127828742,0.182629411,0.35592434,0.903931024,0.118275393,0.104063848,0.102642693,0.102500577,0.102486316,,16.25,-61.5833,Guadeloupe,29595,0.104746548,0.102710963,0.102507406,0.102487055,0.102485129,,-30.5595,22.9375,South Africa,3652970,0.102698028,0.103159114,0.104617195,0.109228055,0.123808872,0.169917466,-96347030,-6347030,,Tunisia,0.02560078,0.001413465,,,,Iran,0.999971275,2.87251E-05,Tunisia,2787140961,19975.63884,,Guadeloupe,0.104746548,0.122840634,0.125102394,0.14771998,0.170337523,0.192955002,0.215572394,0.238189678,0.260806833,0.283423838,0.30604067,0.328657308,0.934122046,,,,,,,Gabon,1.557781886,Gabon,0.562690137,0.753313435,Gabon,3.013051834,4.66956573,Gabon,0.248014497,0.308294876,,Guadeloupe,,,,,,,,,,,,,0.934122046,,,,,,,,,,,,,,
48.669,19.699,Slovakia,332393,0.103234914,0.104856897,0.109986058,0.12620589,0.177497501,0.339695815,0.852611923,0.116160841,0.103852392,0.102621548,0.102498466,0.102486155,,21.0079,10.9408,Mauritania,69937,0.104717285,0.102708037,0.102507117,0.10248695,0.102484787,,3.9339,-53.1258,French Guiana,52668,0.102697092,0.103156153,0.104607832,0.109198446,0.123715242,0.169621378,-99947332,-9947332,,Venezuela,0.025299501,0.000398572,,,,Guinea,0.999970183,2.98166E-05,Venezuela,2755192607,1588.573109,,Mauritania,0.104717285,0.122577266,0.124809764,0.14713474,0.169459713,0.191784681,0.214109644,0.236434599,0.258759546,0.281084483,0.303409409,0.325734322,,,0.679281364,,,,,Moldova,1.442217894,Moldova,0.526145595,0.701631647,Moldova,2.781952874,4.468267491,Moldova,0.236458098,0.29195166,,Mauritania,,,,,,,,,,,,,,,0.679281364,,,,,,,,,,,,
34,9,Tunisia,139527,0.102992441,0.104090131,0.10756133,0.118538224,0.153250213,0.263019158,0.610139043,0.108481278,0.103084436,0.102544752,0.102490769,0.102485471,,9.7489,-83.7534,Costa Rica,146047,0.104662736,0.102702584,0.102506544,0.102486721,0.102484787,,-35.6751,-71.543,Chile,2365753,0.102697023,0.103155937,0.10460715,0.109196288,0.123708417,0.1695998,-97634247,-7634247,,Poland,0.024895656,0.000319285,,,,Trinidad and Tobago,0.999969984,3.00161E-05,Poland,2712335912,1019.4203,,Costa Rica,0.104662736,0.122086324,0.124264272,0.146043758,0.167823245,0.189602734,0.211382225,0.233161719,0.254941217,0.276720719,0.298500226,0.320279739,,,0.509543279,,,,,Costa Rica,1.389716763,Costa Rica,0.509543279,0.678152427,Costa Rica,2.676952333,4.121691597,Costa Rica,0.231207985,0.284526879,,Costa Rica,,,,,,,,,,,,,,,0.509543279,,,,,,,,,,,,
15,101,Thailand,749213,0.103675798,0.106251094,0.114394895,0.140147856,0.221585868,0.479115474,1.293495596,0.135084844,0.105744793,0.102810788,0.102517387,0.102488031,,26,30,Egypt,135000,0.104582219,0.102694532,0.102505756,0.102487156,0.102484787,,47.4116,28.3699,Moldova,207925,0.102695765,0.103151957,0.104594564,0.109156488,0.123582559,0.169201806,-99792075,-9792075,,Canada,0.023633305,0.000218457,,,,South Africa,0.999967113,3.2887E-05,Canada,2578138437,477.2342847,,Egypt,0.104582219,0.121361678,0.123459111,0.144433435,0.165407761,0.186382088,0.207356418,0.22833075,0.249305086,0.270279426,0.291253771,0.312228121,,,,,0.680814324,,,Oman,1.388330833,Oman,0.50910501,0.67753262,Oman,2.674180487,3.964195093,Oman,0.231069392,0.284330879,,Egypt,,,,,,,,,,,,,,,,,0.680814324,,,,,,,,,,
-12.8275,45.1662,Mayotte,13000,0.102669,0.10306732,0.104326917,0.108310112,0.120906083,0.160738047,0.286697748,0.103148976,0.102551207,0.102491436,0.102485471,0.102484787,,1.5,10,Equatorial Guinea,51944,0.104454468,0.102681755,0.102504479,0.102486721,0.102484787,,25.3548,51.1839,Qatar,620128,0.102688784,0.103129883,0.104524761,0.108935751,0.122884526,0.166994425,-99379872,-9379872,,Austria,0.02324804,0.000467527,,,,Aruba,0.99996635,3.36496E-05,Austria,2537110904,2185.764553,,Equatorial Guinea,0.104454468,0.120211919,0.1221816,0.141878411,0.161575219,0.181272023,0.20096882,0.220665609,0.24036239,0.260059159,0.279755916,0.299452659,,0.561406761,,,,,,Namibia,1.341714173,Namibia,0.494363527,0.656685016,Namibia,2.580940564,3.960037358,Namibia,0.226407726,0.277738287,,Equatorial Guinea,,,,,,,,,,,,,,0.561406761,,,,,,,,,,,,,
55.1694,23.8813,Lithuania,634751,0.103686375,0.106284541,0.114500663,0.140482322,0.222643543,0.482460137,1.304072348,0.132757903,0.105512099,0.102787518,0.102515062,0.102487807,,15.2,-86.2419,Honduras,141114,0.104416676,0.102677978,0.102504131,0.102486721,0.102484787,,25.0343,-77.3963,Bahamas,11037,0.102687776,0.103126693,0.104514672,0.108903847,0.122783637,0.166675382,-99988963,-9988963,,Germany,0.021665152,0.00014536,,,,Saudi Arabia,0.999954874,4.51257E-05,Germany,2368198396,211.2936446,,Honduras,0.104416676,0.119871789,0.121803678,0.141122569,0.160441462,0.179760356,0.199079253,0.218398152,0.237717055,0.257035962,0.276354874,0.295673791,,,0.614948888,,,,,North Macedonia,1.337738273,North Macedonia,0.493106237,0.65490694,North Macedonia,2.572982808,3.820160969,North Macedonia,0.226010136,0.27717601,,Honduras,,,,,,,,,,,,,,,0.614948888,,,,,,,,,,,,
46.1512,14.9955,Slovenia,157467,0.103087904,0.104392011,0.108515958,0.121557024,0.162796495,0.293207155,0.70560187,0.110053053,0.103241614,0.10256047,0.102492357,0.102485625,,-22.9576,18.4904,Namibia,58610,0.104364209,0.102672729,0.102503579,0.102486721,0.102484787,,18.0425,-63.0548,Sint Maarten,2281,0.102687295,0.103125174,0.104509868,0.108888655,0.122735594,0.166523459,-99997719,-9997719,,Slovenia,0.017997422,0.001119948,,,,Canada,0.999951517,4.84827E-05,Slovenia,1974657269,12540.13392,,Namibia,0.104364209,0.119399588,0.121279011,0.140073234,0.158867456,0.177661677,0.196455896,0.215250113,0.234044327,0.252838538,0.271632745,0.290426948,,0.656685016,,,,,,Panama,1.27737934,Panama,0.474019067,0.627913605,Panama,2.452277214,3.808209443,Panama,0.219974242,0.268639968,,Namibia,,,,,,,,,,,,,,0.656685016,,,,,,,,,,,,,
-11.2027,17.8739,Angola,64747,0.102896928,0.103788093,0.106606201,0.115517844,0.143698931,0.232815355,0.514626228,0.105801105,0.102816419,0.102517949,0.102488102,0.102485271,,33,65,Afghanistan,102381,0.104162774,0.102652587,0.102501595,0.102486721,0.102484787,,-9.19,-75.0152,Peru,3156679,0.102684282,0.103115646,0.10447974,0.108793383,0.122434317,0.165570735,-96843321,-6843321,,Norway,0.015463377,0.000497897,,,,Mayotte,0.999946164,5.38355E-05,Norway,1701002749,2478.865915,,Afghanistan,0.104162774,0.117586674,0.119264662,0.136044537,0.152824414,0.169604291,0.186384171,0.203164054,0.219943939,0.236723828,0.253503721,0.270283618,,,,0.566023866,,,,Trinidad and Tobago,1.27674371,Trinidad and Tobago,0.473818063,0.627629342,Trinidad and Tobago,2.450977954,3.627181727,Trinidad and Tobago,0.219910679,0.268550076,,Afghanistan,,,,,,,,,,,,,,,,0.566023866,,,,,,,,,,,
25.0343,-77.3963,Bahamas,11037,0.102687776,0.103126693,0.104514672,0.108903847,0.122783637,0.166675382,0.305473291,0.103159155,0.102552224,0.102491532,0.102485471,0.102484787,,41.1533,20.1683,Albania,56815,0.104119704,0.102648279,0.102501144,0.102486462,0.102484787,,21.694,-71.7979,Turks and Caicos,2367,0.10268268,0.103110581,0.10446372,0.108742724,0.122274121,0.165064158,-99997633,-9997633,,Botswana,0.014906844,0.001224049,,,,Australia,0.999944712,5.52879E-05,Botswana,1640709911,14977.22358,,Albania,0.104119704,0.11719904,0.118833957,0.135183127,0.151532297,0.167881468,0.184230639,0.200579812,0.216928985,0.233278159,0.249627334,0.265976511,,0.622804016,,,,,,R¨¦union,1.273420948,R¨¦union,0.472767313,0.626143358,R¨¦union,2.444274621,3.625162852,R¨¦union,0.219578403,0.268080167,,Albania,,,,,,,,,,,,,,0.622804016,,,,,,,,,,,,,
18.1096,-77.2975,Jamaica,56494,0.102917529,0.103853237,0.106812205,0.116169285,0.14575897,0.239329769,0.535226618,0.105737382,0.102810047,0.102517313,0.102488031,0.102485129,,-13.254308,34.301525,Malawi,44296,0.104099477,0.102646255,0.102500928,0.102486462,0.102484787,,4.5709,-74.2973,Colombia,2685355,0.102677283,0.103093512,0.104409745,0.10857204,0.121734372,0.163357313,-97314645,-7314645,,Hungary,0.013565771,0.000598183,,,,France,0.999944615,5.53855E-05,Hungary,1495138459,3577.8278,,Malawi,0.104099477,0.117016997,0.118631687,0.134778586,0.150925484,0.167072382,0.183219278,0.199366173,0.215513066,0.231659956,0.247806844,0.263953729,,,,0.577973554,,,,Albania,1.265953954,Albania,0.470406042,0.622804016,Albania,2.429424209,3.614963408,Albania,0.218831704,0.267024175,,Malawi,,,,,,,,,,,,,,,,0.577973554,,,,,,,,,,,
12.5186,-70.0358,Aruba,20869,0.102758704,0.103350989,0.105223959,0.111146808,0.129876502,0.189104995,0.376401938,0.103736112,0.10260992,0.1024973,0.10248602,0.102484787,,3.9339,-53.1258,French Guiana,52668,0.104025539,0.102638861,0.102500202,0.102486316,0.102484787,,-12.8275,45.1662,Mayotte,13000,0.102669,0.10306732,0.104326917,0.108310112,0.120906083,0.160738047,-99987000,-9987000,,Finland,0.012655282,0.000468529,,,,Martinique,0.999942775,5.7225E-05,Finland,1396077228,2195.024407,,French Guiana,0.104025539,0.116351554,0.117892305,0.133299824,0.148707343,0.164114862,0.179522383,0.194929904,0.210337427,0.225744951,0.241152476,0.256560004,,,,,,0.837774236,,Qatar,1.183441273,Qatar,0.444313242,0.585903224,Qatar,2.264399763,3.592896642,Qatar,0.210580436,0.255355119,,French Guiana,,,,,,,,,,,,,,,,,,0.837774236,,,,,,,,,
31.24,36.51,Jordan,810061,0.104145347,0.107735937,0.119090382,0.154996289,0.268540737,0.627599807,1.763044282,0.149746918,0.107211003,0.102957409,0.102532048,0.102489513,,10.6918,-61.2225,Trinidad and Tobago,23429,0.104003732,0.102636681,0.102499976,0.102486278,0.102484787,,18.7357,-70.1627,Dominican Republic,363807,0.102668123,0.103064547,0.104318148,0.108282384,0.120818396,0.160460754,-99636193,-9636193,,Slovakia,0.011558607,0.000619759,,,,Turkey,0.999937807,6.21927E-05,Slovakia,1276512907,3840.372412,,Trinidad and Tobago,0.104003732,0.116155289,0.117674233,0.132863676,0.148053113,0.16324254,0.178431954,0.193621353,0.208810732,0.224000089,0.23918942,0.254378723,,0.627629342,,,,,,Equatorial Guinea,1.128665516,Equatorial Guinea,0.426991627,0.561406761,Equatorial Guinea,2.154838158,3.345362259,Equatorial Guinea,0.20510286,0.247608657,,Trinidad and Tobago,,,,,,,,,,,,,,0.627629342,,,,,,,,,,,,,
-40.9006,174.886,New Zealand,750808,0.104157535,0.10777448,0.119212263,0.155381712,0.269759551,0.631454036,1.775232424,0.148319537,0.107068265,0.102943135,0.102530623,0.102489375,,-18.7669,46.8691,Madagascar,57254,0.103870802,0.102623389,0.102498635,0.102486155,0.102484787,,-18.7669,46.8691,Madagascar,57254,0.102667961,0.103064035,0.104316531,0.108277271,0.12080223,0.160409625,-99942746,-9942746,,Greece,0.010716411,0.000356704,,,,Bahamas,0.999936627,6.33728E-05,Greece,1184510608,1272.296524,,Madagascar,0.103870802,0.114958917,0.116344931,0.130205075,0.14406522,0.157925367,0.171785514,0.185645664,0.199505816,0.21336597,0.227226128,0.241086289,,,,0.534408468,,,,Guadeloupe,0.934122046,Guadeloupe,0.365471579,0.474404276,Guadeloupe,1.765680143,3.180994628,Guadeloupe,0.185648513,0.220096056,,Madagascar,,,,,,,,,,,,,,,,0.534408468,,,,,,,,,,,
10.6918,-61.2225,Trinidad and Tobago,23429,0.102798596,0.103477137,0.105622875,0.112408292,0.133865664,0.201719834,0.416293557,0.104003732,0.102636681,0.102499976,0.102486278,0.102484787,,14.6415,-61.0242,Martinique,12227,0.103786788,0.102614987,0.102497806,0.102486089,0.102484787,,-14.235,-51.9253,Brazil,14352484,0.102665805,0.103057217,0.104294969,0.108209086,0.12058661,0.159727771,-85647516,4352484,,S. Korea,0.010237661,0.000242569,,,,Italy,0.99992375,7.62504E-05,S. Korea,1132140834,588.3787991,,Martinique,0.103786788,0.114202795,0.115504795,0.128524797,0.141544784,0.154564749,0.167584686,0.180604587,0.193624446,0.206644254,0.219664006,0.232683693,0.823739445,,,,,,,Eswatini,0.867332551,Eswatini,0.344350887,0.444535106,Eswatini,1.632180506,2.59708003,Eswatini,0.178969563,0.210650595,,Martinique,,,,,,,,,,,,,0.823739445,,,,,,,,,,,,,,
-22.3285,24.6849,Botswana,109547,0.103146442,0.104577124,0.109101337,0.123408155,0.168650286,0.311718465,0.764139772,0.109409979,0.103177306,0.102554039,0.102491711,0.102485471,,12.5186,-70.0358,Aruba,20869,0.103736112,0.10260992,0.1024973,0.10248602,0.102484787,,26,30,Egypt,135000,0.102665305,0.103055636,0.104289969,0.108193275,0.12053661,0.159569658,-99865000,-9865000,,Cuba,0.010110924,0.000536765,,,,Suriname,0.999915876,8.41242E-05,Cuba,1118268683,2880.695432,,Aruba,0.103736112,0.11374671,0.114998035,0.127511281,0.140024526,0.152537768,0.165051005,0.177564238,0.190077465,0.202590684,0.215103896,0.227617098,,,,,,0.668742117,,Maldives,0.840309865,Maldives,0.335805563,0.432450193,Maldives,1.578118472,2.397028842,Maldives,0.176267295,0.20682901,,Aruba,,,,,,,,,,,,,,,,,,0.668742117,,,,,,,,,
-32.5228,-55.7658,Uruguay,171237,0.103326012,0.105144974,0.110897037,0.129086657,0.186607287,0.36850349,0.94370979,0.113492852,0.103585594,0.102594868,0.102495794,0.102485921,,6.6111,20.9394,CAR,31042,0.103731063,0.102609414,0.102497249,0.102486067,0.102484787,,9.7489,-83.7534,Costa Rica,146047,0.102665006,0.10305469,0.10428698,0.108183822,0.120506715,0.159475135,-99853953,-9853953,,Uruguay,0.009168579,0.000770064,,,,Guyana,0.999913485,8.65152E-05,Uruguay,1015010639,5927.519399,,CAR,0.103731063,0.113701274,0.11494755,0.127410313,0.139873076,0.152335839,0.164798603,0.177261366,0.18972413,0.202186894,0.214649658,0.227112423,,,0.594749056,,,,,Martinique,0.823739445,Martinique,0.330565536,0.425039676,Martinique,1.544954545,2.315894142,Martinique,0.174610253,0.204485599,,CAR,,,,,,,,,,,,,,,0.594749056,,,,,,,,,,,,
-21.1351,55.2471,R¨¦union,35419,0.102875897,0.103721585,0.106395886,0.114852767,0.141595774,0.226164588,0.493594658,0.104812433,0.102717552,0.102508063,0.102487106,0.102484787,,-26.5225,31.4659,Eswatini,30007,0.103713822,0.10260769,0.102497079,0.102486067,0.102484787,,21,57,Oman,309212,0.102664373,0.103052688,0.104280648,0.108163797,0.120443393,0.159274889,-99690788,-9690788,,Malaysia,0.007556814,0.000260707,,,,Belize,0.999912249,8.77515E-05,Malaysia,837940444.7,679.6350836,,Eswatini,0.103713822,0.113546099,0.114775134,0.127065481,0.139355828,0.151646176,0.163936523,0.176226871,0.188517218,0.200807566,0.213097915,0.225388263,0.867332551,,,,,,,Guyana,0.738566758,Guyana,0.303631568,0.386949293,Guyana,1.374648735,2.266090564,Guyana,0.166092984,0.192440362,,Eswatini,,,,,,,,,,,,,0.867332551,,,,,,,,,,,,,,
35.1264,33.4299,Cyprus,286736,0.103602575,0.106019544,0.113662671,0.137832358,0.214263623,0.455960502,1.220273143,0.121412611,0.10437757,0.102674065,0.102503716,0.102486691,,9.9456,-9.6966,Guinea,23588,0.103282371,0.102564546,0.102492763,0.102485471,0.102484787,,8.538,-80.7821,Panama,326597,0.102663427,0.103049695,0.104271183,0.108133869,0.120348751,0.158975598,-99673403,-9673403,,Denmark,0.00699095,0.000179772,,,,Germany,0.999899613,0.000100387,Denmark,775636359.1,323.167947,,Guinea,0.103282371,0.109663041,0.110460624,0.118436462,0.1264123,0.134388139,0.142363979,0.15033982,0.158315662,0.166291506,0.174267352,0.1822432,,,0.698846941,,,,,Belize,0.593380456,Belize,0.257719628,0.322020004,Belize,1.084274914,2.01073072,Belize,0.151574354,0.171907918,,Guinea,,,,,,,,,,,,,,,0.698846941,,,,,,,,,,,,
56.8796,24.6032,Latvia,248932,0.103564267,0.105898402,0.113279587,0.136620942,0.210432786,0.443846334,1.18196478,0.119516368,0.104187945,0.102655103,0.10250182,0.102486497,,13.1939,-59.5432,Belize,7965,0.103178569,0.102554165,0.102491724,0.102485471,0.102484787,,15.7835,-90.2308,Guatemala,240745,0.102658769,0.103034967,0.104224608,0.107986583,0.119882994,0.157502744,-99759255,-9759255,,Hong Kong,0.006133916,0.000295451,,,,Brazil,0.999871478,0.000128522,Hong Kong,681136935.1,872.7881129,,Belize,0.103178569,0.108728828,0.10942261,0.116360433,0.123298255,0.130236077,0.137173898,0.144111718,0.151049537,0.157987355,0.164925172,0.171862987,0.593380456,,,,,,,Bahamas,0.50532987,Bahamas,0.229875588,0.282642585,Bahamas,0.908175724,1.575166949,Bahamas,0.142769295,0.159455685,,Belize,,,,,,,,,,,,,0.593380456,,,,,,,,,,,,,,
