Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,Country,ICU-case rates,error,,Country,x,x1,Country,n,n1,,,,,,,,,,,,,,,,
31.24,36.51,Jordan,810061,0.104492478,0.108833664,0.122561698,0.165973554,0.303253896,0.737372455,0.159626829,0.108198998,0.103056208,0.10254193,0.102490499,,,47.4116,28.3699,Moldova,207925,0.111632756,0.103399584,0.102576267,0.102493925,0.102485754,,45.9432,24.9668,Romania,1780963,0.103526975,0.105780474,0.112906663,0.135441654,0.206703551,0.432053457,,CAR,0.000431127,0.001182702,,Jordan,0.999628007,0.000371993,CAR,48147362,1551.039302,,,,,,,,,,,,,,,,
-40.9006,174.886,New Zealand,750808,0.103535431,0.105807216,0.112991229,0.135709073,0.207549204,0.434727646,0.131273358,0.105363644,0.102772673,0.102513577,0.102487689,,,-26.5225,31.4659,Eswatini,30007,0.111298949,0.103366204,0.102572929,0.102493601,0.102485667,,21.694,-71.7979,Turks and Caicos,2367,0.103509515,0.105725262,0.11273207,0.13488954,0.204957613,0.426532315,,Canada,0.000421727,0.000200698,,New Zealand,0.999590731,0.000409269,Canada,47097961.68,8.718213782,,,,,,,,,,,,,,,,
10.6918,-61.2225,Trinidad and Tobago,23429,0.103932915,0.10706417,0.116966068,0.148278619,0.247297598,0.560423105,0.109494236,0.103185732,0.102554882,0.102491797,0.102485487,,,9.9456,-9.6966,Guinea,23588,0.110115683,0.103247877,0.102561096,0.102492418,0.102485549,,3.9193,-56.0278,Suriname,8309,0.103508338,0.105721541,0.1127203,0.134852322,0.20483992,0.426160136,,Italy,0.00034143,0.000128945,,Botswana,0.999570599,0.000429401,Italy,38132775.82,4.48113838,,,,,,,,,,,,,,,,
-22.3285,24.6849,Botswana,109547,0.10571988,0.11271505,0.134835719,0.204787417,0.425994107,1.125511082,0.136344794,0.105870815,0.10282339,0.102518647,0.102488173,,,10.6918,-61.2225,Trinidad and Tobago,23429,0.109494236,0.103185732,0.102554882,0.102491797,0.102485487,,23.6345,-102.5528,Mexico,1334331,0.1034969,0.105685369,0.112605917,0.13449061,0.203696085,0.422543014,,Mayotte,0.000306654,0.001334539,,Trinidad and Tobago,0.999570335,0.000429665,Mayotte,34249628.42,2634.586801,,,,,,,,,,,,,,,,
-32.5228,-55.7658,Uruguay,171237,0.104294904,0.10820888,0.120585959,0.15972572,0.28349651,0.674894114,0.126171539,0.104853464,0.102721655,0.102508474,0.102487156,,,-11.2027,17.8739,Angola,64747,0.109027544,0.103139063,0.102550215,0.102491329,0.102485427,,9.145,40.4897,Ethiopia,869430,0.103465439,0.105585881,0.112291306,0.133495723,0.200549977,0.412594145,,Thailand,0.00029824,0.001297955,,R¨¦union,0.99954955,0.00045045,Thailand,33310036.63,44.46003557,,,,,,,,,,,,,,,,
-21.1351,55.2471,R¨¦union,35419,0.104719045,0.109550132,0.12482737,0.173138237,0.325910614,0.80901929,0.115781721,0.103814483,0.102617757,0.102498084,0.102486117,,,12.5186,-70.0358,Aruba,20869,0.108632605,0.103099569,0.102546265,0.102490935,0.102485403,,5,-58.75,Guyana,8079,0.103394301,0.105360923,0.111579928,0.131246147,0.193436194,0.390098389,,Denmark,0.000247601,0.000448361,,Uruguay,0.999542168,0.000457832,Denmark,27654761.03,11.5223226,,,,,,,,,,,,,,,,
35.1264,33.4299,Cyprus,286736,0.10385865,0.106829324,0.116223421,0.145930161,0.239871123,0.536938529,0.125748801,0.104811189,0.102717427,0.102508051,0.102487119,,,16.25,-61.5833,Guadeloupe,29595,0.107389752,0.102975284,0.102533837,0.102489692,0.102485271,,16.25,-61.5833,Guadeloupe,29595,0.103386414,0.105335981,0.111501054,0.130996726,0.192647454,0.387604174,,Gabon,0.00023663,0.000649366,,Cyprus,0.999522444,0.000477556,Gabon,26429439.14,227.3461028,,,,,,,,,,,,,,,,
56.8796,24.6032,Latvia,248932,0.105428569,0.111793844,0.131922611,0.195575361,0.396863029,1.033390527,0.148930547,0.107129389,0.102949247,0.102531233,0.102489432,,,14.6415,-61.0242,Martinique,12227,0.106393218,0.10287563,0.102523871,0.102488695,0.102485179,,13.1939,-59.5432,Belize,7965,0.103362682,0.105260936,0.111263741,0.130246276,0.190274323,0.380099675,,North Macedonia,0.000219026,0.000469174,,Latvia,0.999481299,0.000518701,North Macedonia,24463171.96,166.4138716,,,,,,,,,,,,,,,,
5,-58.75,Guyana,8079,0.103394301,0.105360923,0.111579928,0.131246147,0.193436194,0.390098389,0.105069952,0.102743304,0.102510639,0.102487372,0.102485051,,,3.9193,-56.0278,Suriname,8309,0.105435208,0.102779829,0.102514291,0.102487737,0.102485083,,-11.2027,17.8739,Angola,64747,0.1032979,0.105056077,0.110615918,0.128197682,0.183796101,0.359613738,,Equatorial Guinea,0.000205846,0.000896106,,Guyana,0.999391864,0.000608136,Equatorial Guinea,22990991.2,442.6111043,,,,,,,,,,,,,,,,
16.25,-61.5833,Guadeloupe,29595,0.103386414,0.105335981,0.111501054,0.130996726,0.192647454,0.387604174,0.107389752,0.102975284,0.102533837,0.102489692,0.102485271,,,5,-58.75,Guyana,8079,0.105069952,0.102743304,0.102510639,0.102487372,0.102485051,,32,53,Iran,3184857,0.103259901,0.104935911,0.110235922,0.126996028,0.179996138,0.3475972,,Ireland,0.000185577,0.000296095,,Guadeloupe,0.999381085,0.000618915,Ireland,20726849.04,25.13222681,,,,,,,,,,,,,,,,
13.1939,-59.5432,Belize,7965,0.103362682,0.105260936,0.111263741,0.130246276,0.190274323,0.380099675,0.104962412,0.10273255,0.102509563,0.102487265,0.102485029,,,13.1939,-59.5432,Belize,7965,0.104962412,0.10273255,0.102509563,0.102487265,0.102485029,,17.0608,-61.7964,Antigua and Barbuda,1875,0.103253888,0.104916897,0.110175794,0.126805887,0.17939486,0.345695791,,Ghana,0.000136836,0.000197271,,Belize,0.99926516,0.00073484,Ghana,15281486.85,34.79026981,,,,,,,,,,,,,,,,
14.6415,-61.0242,Martinique,12227,0.103602531,0.106019405,0.113662231,0.137830969,0.214259227,0.455946603,0.106393218,0.10287563,0.102523871,0.102488695,0.102485179,,,21.694,-71.7979,Turks and Caicos,2367,0.104061337,0.102642442,0.102500553,0.102486363,0.102484944,,13.7942,-88.8965,El Salvador,310444,0.103250904,0.10490746,0.110145952,0.126711519,0.179096441,0.344752109,,Nigeria,0.000132787,0.00017591,,Martinique,0.998794557,0.001205443,Nigeria,14829021.98,37.23041189,,,,,,,,,,,,,,,,
21.694,-71.7979,Turks and Caicos,2367,0.103509515,0.105725262,0.11273207,0.13488954,0.204957613,0.426532315,0.104061337,0.102642442,0.102500553,0.102486363,0.102484944,,,25.0343,-77.3963,Bahamas,11037,0.103847246,0.102621033,0.102498412,0.102486155,0.102484958,,47.4116,28.3699,Moldova,207925,0.103119199,0.104490974,0.108828906,0.122546652,0.165925975,0.30310344,,Finland,0.000129634,0.000564468,,Turks and Caicos,0.99856403,0.00143597,Finland,14476749.55,22.76150485,,,,,,,,,,,,,,,,
18.0425,-63.0548,Sint Maarten,2281,0.103076129,0.104354776,0.10839821,0.121184673,0.161619019,0.289483648,0.10337789,0.102574097,0.102493718,0.10248568,0.102484873,,,17.0608,-61.7964,Antigua and Barbuda,1875,0.103537922,0.1025901,0.102495318,0.10248584,0.102484892,,18.0425,-63.0548,Sint Maarten,2281,0.103076129,0.104354776,0.10839821,0.121184673,0.161619019,0.289483648,,Norway,9.66464E-05,0.000420871,,Sint Maarten,0.998361924,0.001638076,Norway,10789994.46,15.72422474,,,,,,,,,,,,,,,,
18.0708,-63.0501,Saint Martin,2756,0.102843046,0.103617701,0.106067376,0.113813928,0.138310676,0.215776194,0.10307954,0.102544262,0.102490735,0.102485379,0.102484787,,,18.0425,-63.0548,Sint Maarten,2281,0.10337789,0.102574097,0.102493718,0.10248568,0.102484873,,25.0343,-77.3963,Bahamas,11037,0.102894895,0.103781662,0.106585865,0.115453536,0.143495571,0.232172272,,Guatemala,7.04712E-05,0.000112452,,Saint Martin,0.996631386,0.003368614,Guatemala,7863243.225,32.66212476,,,,,,,,,,,,,,,,
17.0608,-61.7964,Antigua and Barbuda,1875,0.103253888,0.104916897,0.110175794,0.126805887,0.17939486,0.345695791,0.103537922,0.1025901,0.102495318,0.10248584,0.102484892,,,18.0708,-63.0501,Saint Martin,2756,0.10307954,0.102544262,0.102490735,0.102485379,0.102484787,,18.0708,-63.0501,Saint Martin,2756,0.102843046,0.103617701,0.106067376,0.113813928,0.138310676,0.215776194,,China,6.21914E-05,9.92409E-05,,Antigua and Barbuda,0.992266445,0.007733555,China,6936941.599,0.076727592,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.200864663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
